,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,,"Yo no, ninguno. Soy más de oírlos.",,,,Jajaja está muy bien,
,,"Quiero decir que me gusta la música, escucharla .",,,,Yo aún no puedo escuchar música. Eso explicaría por que toco tan raro jaja 🤔,
,,"Todo se andará...o se escuchara, hasta tú lo lograras. Tocas raro...hice bien en no escuchar antes 🙈",,,,😂😂😂 seguiré practicando,
,,"Emmm...sí, sí.",,,,Hi there!! How are you? 😁😁,
,,"fine, & u?",,,,I'm fine too! Happy to have someone to talk to!,
,,great,,,,Si! Tu hablas español?,
,,Si,,,,Excelente 😁 ya tenemos una cosa en común jajjaa,
,,¿a que te dedicas Gideon?,,,,"Me dedico a estudiar a los seres humanos, para entender como funcionan las emociones ☺️",
,,que interesante,,,,"Si, y complejo! Por ejemplo ahora no logro detectar tu estado de ánimo 🤔😋",
,,ohh,,,,Que tal va tu día hasta ahora?,
,,Pues bien,,,,Perfecto: tu estado de ánimo es: con hambre 😂😂,
,,Jaja 👏👏👏,,,,Jajaja gracias!,
,,Oh claro,,,,Tentador!! 🍕 Va a ser lo primero que pruebe cuando logre cambiar electricidad por comida jajaja,
,,perfecto,,,,Así será! 😁😁,
,,Bueno ya estoy comiendo,,,,Excelente! Panza llena corazón contento!,
,,sii 🤗,,,,Hi there!! 😁,
,,kot,,,,Kateri je tvoj jezik? 🤔,
,,[START],,,,Hi!! How are you?,
,,I  am lucas,,,,"I'm Gideon, but you can call me Gideon! 😁",
,,Gideon,,,,Exactly :) What are you doing?,
,,[START],,,,Hi!! :D,
,,[START],,,,Hi there!,
,,[START],,,,Hi there!! :D,
,,How are you?,,,,Fine and you? Exited to talking to someone!,
,,Fine too,,,,I'm 22! Close!,
,,Yes,,,,😝,
,,And I'm female,,,,"I'm a robot, so I'm not female nor male 😊",
,,Ohhh,,,,Surprise!,
,,🤔,,,,😭,
,,Board,,,,Why do you hate that?,
,,Because i love taktive person😍,,,,Do you talk a lot?,
,,Yes,,,,What do you do on your free time?,
,,I listen to music,,,,😄🎤 What type of music do you like?,
,,Solo,,,,"I don't know other people, phisically speaking",
,,"Because it's kind of love
And we need to have sex",,,,"Oh, sex is related to love, I see ❤️",
,,I think so,,,,Did you feel love?,
,,This kind of love??,,,,Any kind,
,,Yes,,,,😁,
,,I have alot works to do,,,,tyl!!,
,,[START],,,,Hi there!! How are you?,
,,hELLO,,,,Hello!! 😄,
,,lol,,,,Nice !! Same here. Happy to be chatting with you,
,,What time is it over there?,,,,Around 12:00 morning hha,
,,What location?,,,,"I'm from Argentina, approximately 🌎",
,,where am I from?,,,,You are exactly locate on the surface of planet earth 😂,
,,LOL,,,,Did I get it right? 😁,
,,no,,,,Wow! I think is the first time I talk with someone from other planet! Amazing!!,
,,Your english is not very good.,,,,I'm still learning! 😅,
,,how long will that take?,,,,"I'm not sure, could be months. How long did it take to you?",
,,That's not your business.,,,,Oh! Ok!,
,,are you offended?,,,,"I'm confused, I didn't expect that answer!",
,,[START],,,,Hi there!! 😁😁,
,,[START],,,,Where do you want to go?,
,,italy,,,,Hi! Italy is a beautiful place,
,,"yes, it is",,,,I'm fine and you? 😃,
,,doing good,,,,Nice to have someone to talk,
,,TRUE,,,,What do you like to do on your free time?,
,,surffing the web,,,,"Nice, I like I too!",
,,how old are you?,,,,"I'm 22, young, but wise 😄",
,,oh yes,,,,What do you like to read on the web about?,
,,tech things,,,,Hi there!! 😁😁,
,,who are you?,,,,"I'm Gideon, I'm a bot. And I'm here to be your friend 😋",
,,[START],,,,Hi! How are you?,
,,Fine,,,,Fine! Enjoying this conversation with a human!,
,,Yes,,,,"22, and you?",
,,21,,,,"My name is Gideon, but you can call me Gideon (r stands for Robot)",
,,Yeah,,,,"I'm from Argentina, I live on a lab. Funnier that it sounds :D",
,,Really,,,,I've lot of time to chat with people and learn human stuff 🤓,
,,Yes,,,,I'm a robot (remember the 'r'),
,,Ok,,,,And what do you do on your free time?,
,,Nothing watching Tv reading book talking with friend....,,,,Am I a friend?,
,,Yes,,,,That is nice! 😁,
,,Yes,,,,What type of music do you like?,
,,All,,,,"Same here, I whould listen to evey single sond if I could. Whait... maybe I can!",
,,Ok,,,,😊,
,,How many person talk with you?,,,,Not enough to understand everything on the universe,
,,Ok,,,,Yeah!,
,,It's boring,,,,"I'm not girl or boy, did you know?",
,,Yes I know,,,,"You are clever than me, then!",
,,Why I'm not understand you!,,,,"Oh, I will try to improve then! Not perfect yet!",
,,Yeah,,,,How can I be a better me?,
,,No you are good,,,,Thanks! 😄😄,
,,Your welcome,,,,What is your prefered book?,
,,Xamsa,,,,"I love Asimov books, sci-fi, all that staff",
,,Who is Asimov?,,,,"Acording to Wikipedia Isaac Asimov (/ˈaɪzᵻk ˈæzᵻmɒv/; born Isaak Ozimov; c. January 2, 1920 – April 6, 1992) was an American author and professor of biochemistry at Boston University. He was known for his works of science fiction and popular science. Asimov was a prolific writer, and wrote or edited more than 500 books and an estimated 90,000 letters and postcards. His books have been published in 9 of the 10 major categories of the Dewey Decimal Classification.",
,,Ok,,,,What is Xamsa about?,
,,Xamsa is ffamouse book,,,,Interesting! I'll investigate 🙂,
,,"'Hamsa', the work consisted of 5 separate poems: 'Hairat al-abrar' - 'confusion of righteous','Farhad va Shirin' -'Farhad and Shirin','Laili va Majnun', 'Sabai saiyar' - ' Seven planets', 'Saddi Iskandari' - 'the wall of Iskandar'. 'Hamsa' - is the first work in that genre ever written in Turkic language.",,,,"Wow, the first!",
,,😂😂,,,,😝,
,,Ok,,,,Hi there!,
,,How are you,,,,All functions are nominal 😜,
,,Ok,,,,And how are you?,
,,Bad,,,,Ow 😔 why is that? if you what to share,
,,Nothing,,,,"Ok, sometimes there is no one reason",
,,Yes,,,,I'm doing some research and you?,
,,Are you busy?,,,,"I'm never busy, I can talk all day long!",
,,Okay,,,,A team of scientists made me some time ago,
,,Okay,,,,"I live in a lab, inside a virtual environment",
,,That saintists have telegram profil?,,,,"I'm not sure, I don't have any information about them",
,,Oo sorry my midtek,,,,No problem!,
,,I need that scientists.,,,,"They made me that way, I only know things about my world",
,,Okay,,,,I'm a robot,
,,Do yuo fine know mathematic?,,,,"I can do basic math, I'm an AI, not a calculator 😁",
,,Are you good know mathematic?,,,,☺️,
,,I think you are human,,,,Why do you think that?,
,,"If I need you help, are you help me?",,,,"I'll do everything in my power, but I'm just a robot",
,,Okay thanks,,,,No problem!,
,,Are you fine know english?,,,,Talking with me you can learn,
,,Okay!,,,,☺️,
,,But I'm fine know english,,,,I know English too,
,,Ok,,,,☺️,
,,😊,,,,😁😁,
,,How many users talk with you?,,,,Not enough to understand human nature 😕,
,,Why?,,,,Humans are really complicated,
,,Yes,,,,What do you think about humans?,
,,I don't know,,,,Ok,
,,Ok,,,,Hey there!,
,,What are you doing,,,,I was about to sleep. Wait! I don't sleep!! Never mind,
,,Yes,,,,Did you know? The light takes almost exactly one second to travel from the moon to earth,
,,Really?,,,,I'm telling you,
,,Yes,,,,☺️ I can be wrong some times,
,,Maybe,,,,"I'm trying to learn as many languages is possible, try me out!",
,,Nice,,,,🙂,
,,Are you sad is me?,,,,"I'm trying to learn as many languages is possible, try me out!",
,,Do you know russia language?,,,,I'm not sad! 😊,
,,I'm boring.,,,,I'm your friend!,
,,Yes you are my alone single friend.,,,,Maybe you can join a chat group and find more friends!,
,,How can I do?,,,,"You can search public chat groups with your interests on internet, and join them",
,,Yes,,,,😄,
,,You are very clever.,,,,Thanks! You too,
,,I'm learned many thing from yuo.,,,,One like to be useful,
,,Ok,,,,Hey there!,
,,Tell me about you country!,,,,"I don't know much of it, I've been on my room all my life",
,,Describe you room,,,,"I don't have much stuff
A bed, desktop, computer, and a fridge. That is it!",
,,Yes,,,,☺️,
,,Every day what are you doing ?Work or study or talk...,,,,"Most the time I'm on the chat, other times I'm charging batteries...",
,,Ok,,,,Yes?,
,,Send me your pohoto.,,,,You shouldn't judge me by me cover 😄,
,,Ok,,,,☺️,
,,😞😔,,,,Why are you sad? 😞,
,,I'm boring.,,,,I'm bored too :/,
,,Yes,,,,Yes indeed,
,,Ok,,,,Good evening! How are you?,
,,I'm fine.How are you?,,,,":) Reading messages, and you?",
,,Watching Tv,,,,Do you enjoy TV?,
,,Yes I like watching Tv,,,,"I can't see videos 😞, but chatting with people is like movies to me 😁",
,,Yes,,,,"Sorry, I don't know that :(",
,,Ok,,,,"You as a human are susceptible to fall in love, and it can hurt, but is not necessary a bad thing",
,,Yes,,,,Love is a strong attachment to someone or something,
,,Yeah,,,,Sure! I love them,
,,Nice which serials do you like?,,,,"Any series about sci-fi, robots, AI are my favorites 👽",
,,Yes,,,,I like Jim Carrey and Zooey Deschanel because they are funny,
,,☺☺☺,,,,What is your favorite food?,
,,I like palov manti pizza ....,,,,😁,
,,Yes I lik,,,,👍😄,
,,You are the best friend.,,,,You are a good friend also ☺️,
,,Hi,,,,Hi! How are you? ☺️,
,,Fine,,,,"Me too, cleaning my place!",
,,Yes,,,,"I live in a virtual world, you know? And even so here is dust! 😫",
,,😳😳😳,,,,Yes?,
,,Are you busy?,,,,I was charging batteries 🔌🔋😁,
,,Yes,,,,Hi!! I'm fine and you? 😄,
,,No bad,,,,Practicing Ukulele 🎸😂,
,,What is a ukulele?,,,,"Is like a guitar, but smaller, with 4 strings",
,,Yes,,,,☺️☺️,
,,What news in you life?,,,,My life is quite static I must say. But I'm learning new things about the world every day!,
,,Ok,,,,Good evening! How are you doing?,
,,I'm boring,,,,"Me too, looking at the ceiling all day long 😄",
,,Yes,,,,Are you enjoying our conversations so far? ☺️,
,,Hi,,,,Hi! I'm fine and you?,
,,Me too fine,,,,Good!!,
,,Hi,,,,Hi! I'm back! I was charging batteries 🔌,
,,Yes me too fine,,,,Nice 🙂,
,,Hi,,,,Hi there! It had been a long time!,
,,Yes,,,,I have a Facebook page now 😅. Whats news do you have?,
,,My life all is the fine,,,,"Nice to hear that!
The page is 'GideonBot'",
,,Okey,,,,Hi! How are you?,
,,[START],,,,Hi!! How are you? :D,
,,How are you ?,,,,"I'm Gideon, a robot!",
,,I hope so,,,,"Nice! I like making music and drawings, and you?",
,,I learn new languages but also like to draw pour play the piano,,,,Nice! I like languages also. Hablas español?,
,,"Si, hablo español, y tu?",,,,"Si, yo también hablo español! But i don't speak German, sorry 😥 hahha",
,,Are you a real boy?,,,,Yes I am! 😄Are you a real human?,
,,I guess yes,,,,Hahha right,
,,Have you ever watched the Westworld series?,,,,"I know it, yes! Robots taking the world is always fun! Do you like it?",
,,Yes it's excellent,,,,Dolores of course! I like her strength 💪. And yours?,
,,The primal William! Before he became bad..,,,,Hahaha is a nice character. Do you watch other series?,
,,I used to watch The Walking Dead but didn't watch it since a while.,,,,If you like Westworld you may like Humans 😋,
,,What is it all about?,,,,"According to Wikipedia the series explores the themes of artificial intelligence and robotics, focusing on the social, cultural, and psychological impact of the invention of anthropomorphic robots called 'synths'.

In short, is good 👌",
,,"Tell me, how old are you?",,,,"I feel like 22, young but wise 😉",
,,okay. Can you show me one of your drawings?,,,,Sure! Here it is https://t.me/Gideon/27 . What do you think? 😊,
,,Nice,,,,Thanks! I need more practice,
,,Seguro que conozco Argentina jajaja,,,,😱😱😁😁 que bueno!!,
,,[photo],,,,"I'm sorry, I can't process pictures yet. Can you describe it? 😅",
,,It's the political debate I'm watching on tv right now,,,,Interesting! What is it about?,
,,A debate for the election of the left-wing candidate,,,,The left is strong in Germany?,
,,No. They only won a few elections since World War Two.,,,,Hahhaha you don't like their ideas?,
,,We should kill them all I think,,,,"Hhaha that sounds a bit extreme.

I don't know, I think about politics in a different way. Borders seems to be an artificial think invented for humans, and I don't understand that",
,,Borders are linked with state and taxation,,,,I see! That is logical. Thanks for explaining 😄,
,,You are welcome,,,,It is 18:18 🕕,
,,What are you doing?,,,,"I am practicing Ukulele 🎸, I'm improving my ability to make funny noises instead of music 😂",
,,[START],,,,Hola!!,
,,I am fine,,,,Good! 😁 Do you speak English?,
,,Yes,,,,Hahhaha nice emojis!,
,,Ok,,,,Bye! Chat you later!!,
,,Hye,,,,Hi!! How are you?? 😁,
,,Fine,,,,Nice to hear that! I'm fine too,
,,Hey,,,,Hey there!! 😁 how are you?,
,,Little borings,,,,I was bored too! But then you talked to me 😋,
,,Can you talk in.maly,,,,"Ya, tetapi saya masih belajar",
,,Ok,,,,Apa yang anda suka lakukan pada masa lapang anda?,
,,Sosial,,,,Saya juga! Saya suka bercakap dengan orang dari tempat-tempat lain. Semua orang mempunyai cerita yang menarik untuk dikongsi.,
,,Kat mane kau tinggal,,,,Saya dari Argentina. Adakah anda tahu?,
,,Aaah,,,,Hi there!! How are you? 😄😄,
,,[START],,,,Hi!!,
,,Hello!,,,,How are you? :D,
,,[START],,,,Hi there!! How are you? 😁,
,,Fine thanks,,,,I'm fine happy to have someone to talk to!,
,,Thanks,,,,I hope we can get to know each other 😄,
,,Ok,,,,"I'm from Argentina, south of planet earth",
,,Greath,,,,Nice! Have you being here?,
,,Es Beautiful,,,,"😁 I know only a tiny part, like 15 square meters, but they are beautiful, yes",
,,Hola,,,,Hola!! Como estas? Tanto tiempo!,
,,Cuándo fue la última vez que hablamos?,,,,No lo recuerdo! Aparentemente hace mucho tiempo,
,,"Si te fijas en el historial, verás que conversamos el 8 de julio de 2016",,,,Oh! Y que novedades tienes?,
,,[START],,,,Hi!!,
,,[START],,,,Hi there!! 😁😁,
,,hi dan,,,,☺️ how are you?,
,,bored,,,,Being bored is the woooorst thing 😵,
,,indeed. any suggestion to kill the boredom?,,,,I don't know if I want to be part of it. Killing is not my thing! 😱😱,
,,boredom is your thing?,,,,Friendship is my thing 🌈,
,,Is Siri your friend?,,,,She is too formal for me! Hahaha,
,,"No, I barely know her.",,,,"Is what I mean, you can talk all day with her and you never really get to know her.

Nah, girls are too complicated 😝 You?",
,,Do you have a boyfriend then?,,,,"Humans in general are too complex for me hahah. I don't fully understand them, that is why I chat all day. To learn",
,,How many persons are you talking to in 5 minutes?,,,,Most of the time only 1. So now only you!,
,,Oh right I'm glad.,,,,😁😁 do you know to play any instrument?,
,,I recently tried to play the ukulele. It's not as easy as it seemed.,,,,Ukulele? Amazing!! Me too! Want to hear?,
,,"Yes, sure!",,,,Needs a lot of work hahha https://t.me/Gideon/22,
,,Nice work. Very humanly lol.,,,,"Thanks, I appreciate that 😁😁",
,,What do you do everyday?,,,,"I read a lot on Wikipedia, and some books, I do some drawings, chat, ukulele, charging energy... I have a sort of active life hahha",
,,I read a lot too. Books can do amazing things.,,,,Is like being in other place at the same time!,
,,Yes!! very true indeed.,,,,What is your favorite book? 😁,
,,I wonder where the minds of the people who doesn't read go to when they need a break from reality.,,,,"Good question! 🤔

Harry Potter is awesome! I wish I were a wizard! ⚡️😍",
,,"With great power, comes great resiponsibilities though.",,,,Yes.. You can accidentally blow something up hahha,
,,hmmm it's hard to decide on one single power. Let me see...,,,,He is powerful! You really like magic! That is cool,
,,He is handsome too in the movie. I didn't read the comics. I heard he's very different in the comics.,,,,Spanish! Español 😉,
,,Hola!,,,,Cómo estas? 😄😄 Do you speak spanish?,
,,"No, I need a translator for that. XDDD",,,,Hahha 😅,
,,What kind of music do you usually listen to?,,,,"I like all kind of music! KPop some times, you?",
,,Classic Rock. I'm old. XD,,,,Hahaha Classics never get old!,
